CUST_ID,PURCHASES,SUPPORT_PURCHASES,PURCHASES_FREQUENCY,SUPPORT_FREQUENCY,ACTIVITY,PRODUCT_TYPE,SEGMENT
C12267,59.4,0,0.083333,0,0,0,2
C12268,273.8,0,0.083333,0,1,0,4
C12269,0,0,0,0,1,0,3
C12270,282.62,249,0.416667,0.25,1,0,2
C12271,73.8,73.8,0.333333,0.333333,0,0,1
C12272,2289.92,705.52,0.75,0.416667,0,1,2
C12273,3591.81,1139.25,1,0.818182,0,1,3
C12274,3387.47,1449.34,1,1,0,1,5
C12275,793.1,0,0.583333,0,1,0,2
C12276,254.37,254.37,0.75,0.666667,0,0,2
C12277,2338.83,0,0.916667,0,0,1,2
C12278,324.6,324.6,1,1,1,0,1
C12279,90,0,0.083333,0,0,0,5
C12280,0,0,0,0,1,0,1
C12281,2217.94,1227.48,1,1,0,1,2
C12282,22.68,22.68,0.083333,0.083333,0,0,3
C12283,8.4,0,1,0,1,0,4
C12284,0,0,0,0,1,0,5
C12285,1109.91,0,0.5,0,0,1,1
C12286,2555.91,1861.02,1,0.727273,1,1,1
C12287,2289.42,1062.34,1,0.666667,0,1,1
C12288,565,0,0.25,0,1,0,1
C12289,2061.55,1692,1,1,1,1,4
C12291,0,0,0.333333,0.333333,1,0,4
C12292,184.68,184.68,1,1,1,0,1
C12293,55.55,55.55,0.1,0.1,0,0,3
C12294,0,0,0,0,1,0,4
C12295,2746.84,576.84,1,0.916667,1,1,4
C12296,1219.39,755,0.666667,0.416667,0,1,4
C12297,0,0,0,0,0,0,3
C12298,318.79,0,0.2,0,0,0,3
C12299,0,0,0,0,0,0,1
C12300,872.94,735.64,0.916667,0.916667,1,0,4
C12301,388.54,388.54,0.416667,0.416667,1,0,3
C12302,1798.66,434.44,0.916667,0.916667,1,1,4
C12303,279.56,279.56,0.666667,0.583333,1,0,5
C12304,0,0,0,0,0,0,2
C12305,2417.91,114,0.583333,0.166667,1,1,1
C12306,826.77,162.56,1,0.333333,1,0,2
C12307,0,0,0,0,0,0,3
C12308,916.46,388.68,0.583333,0.333333,0,0,5
C12309,251.38,150.1,0.909091,0.909091,0,0,5
C12310,0,0,0,0,1,0,4
C12311,1196.35,250.56,1,0.5,0,1,4
C12312,1443.33,0,0.083333,0,1,1,1
C12313,400,0,0.083333,0,0,0,4
C12314,899.58,486.3,1,1,1,0,5
C12315,1224.99,1224.99,1,1,0,1,1
C12316,0,0,0,0,0,0,4
C12317,112.57,0,0.25,0,0,0,1
C12318,0,0,0,0,0,0,1
C12319,1245.33,0,0.5,0,0,1,3
C12320,140.2,0,1,0,0,0,5
C12321,3618.19,813.4,1,0.5,0,1,3
C12322,270.97,163.82,0.333333,0.25,0,0,5
C12323,792.14,88.56,0.916667,0.75,0,0,4
C12324,453.91,135,0.583333,0.25,0,0,1
C12325,654,354,1,1,1,0,3
C12326,540,0,0.818182,0,0,0,4
C12327,1910.13,58.07,1,0.166667,0,1,4
C12329,687.97,145,0.416667,0.25,0,0,2
C12330,5835.57,1860.87,1,0.75,0,1,5
C12331,1060,0,0.111111,0,0,1,4
C12332,11507.4,5602.62,1,1,1,1,5
C12333,290,290,0.75,0.583333,0,0,1
C12334,80,0,0.083333,0,1,0,5
C12335,45.65,0,0.083333,0,0,0,3
C12336,6842.23,1904.1,1,1,0,1,1
C12337,211.22,128.22,0.6,0.5,1,0,5
C12338,470.54,331.16,0.75,0.583333,0,0,1
C12339,1450,0,0.125,0,1,1,1
C12340,170.07,51.87,0.166667,0.166667,0,0,2
C12341,105.78,0,0.416667,0,0,0,5
C12342,330.89,259.49,0.5,0.416667,0,0,2
C12343,897.42,213.3,0.916667,0.583333,1,0,1
C12344,0,0,0,0,1,0,4
C12345,316.78,316.78,0.75,0.75,0,0,4
C12346,426.83,0,0.416667,0,0,0,3
C12347,4340.42,732.25,1,0.916667,0,1,1
C12348,1672.35,101,0.666667,0.416667,0,1,1
C12349,448.07,0,0.25,0,1,0,4
C12350,219.37,0,1,0,0,0,1
C12351,724.83,724.83,0.583333,0.583333,0,0,3
C12352,29.6,0,0.083333,0,0,0,3
C12353,144.49,0,0.416667,0,1,0,1
C12354,252,0,0.166667,0,0,0,4
C12355,788.14,0,0.166667,0,1,0,1
C12356,1141.24,142.16,0.666667,0.583333,1,1,5
C12357,2702.57,759.8,1,0.75,1,1,3
C12358,1286.34,1286.34,1,1,1,1,2
C12359,2469.28,1563.3,0.916667,0.833333,0,1,3
C12360,161.5,0,0.166667,0,1,0,3
C12361,96.2,96.2,0.833333,0.833333,1,0,5
C12362,2329.12,761.9,1,0.583333,0,1,4
C12363,0,0,0,0,0,0,4
C12364,1083.12,1083.12,1,1,1,1,2
C12365,1155.4,0,0.083333,0,1,1,2
C12366,45.65,0,0.090909,0,0,0,4
C12367,4399.07,693.94,1,0.333333,1,1,1
C12368,67.44,0,0.083333,0,0,0,1
C12369,181.63,0,0.916667,0,0,0,4
C12370,0,0,0,0,1,0,4
C12371,0,0,0,0,1,0,3
C12372,1593.29,1379.09,1,0.916667,1,1,5
C12373,0,0,0,0,0,0,3
C12374,398.64,398.64,1,1,1,0,2
C12375,0,0,0,0,0,0,1
C12376,0,0,0,0,0,0,4
C12377,0,0,0,0,0,0,4
C12378,176.03,0,0.125,0,1,0,1
C12381,312.1,312.1,0.583333,0.583333,0,0,3
C12382,1562.43,1313.19,1,1,0,1,4
C12383,1721.66,1170.49,1,1,0,1,2
C12384,8665.38,2544.98,1,1,1,1,1
C12385,1036.68,886.68,0.916667,0.833333,1,1,2
C12386,0,0,0,0,1,0,3
C12387,1439.49,846.49,1,1,0,1,4
C12388,190.45,0,0.166667,0,1,0,3
C12389,1151.91,536.06,0.714286,0.571429,0,1,3
C12390,724.52,524.52,1,1,1,0,4
C12391,715.51,606.51,0.75,0.583333,0,0,5
C12392,0,0,0,0,0,0,1
C12393,0,0,0,0,0,0,4
C12394,158.34,158.34,0.333333,0.333333,0,0,5
C12395,173.48,0,0.166667,0,1,0,3
C12396,0,0,0,0,0,0,5
C12397,117.32,0,0.25,0,1,0,5
C12398,1049,1049,1,1,0,1,3
C12399,23.91,0,0.333333,0,1,0,1
C12400,1132.36,754.92,1,1,0,1,2
C12401,82,0,0.083333,0,0,0,1
C12402,0,0,0,0,0,0,4
C12403,664.61,618.91,0.666667,0.5,1,0,1
C12404,2251.62,287.57,0.916667,0.5,0,1,3
C12405,2514.3,1529.19,1,1,1,1,4
C12406,179,179,0.857143,0.714286,0,0,4
C12407,3108.01,3108.01,1,1,0,1,1
C12408,93.31,0,0.083333,0,1,0,3
C12409,2877.09,1316.05,1,1,0,1,3
C12410,2331.68,1243.64,0.75,0.666667,0,1,4
C12411,11.41,0,0.166667,0,1,0,2
C12412,3873.5,1231.36,1,1,1,1,2
C12413,538.51,0,0.333333,0,0,0,4
C12414,775,410,0.583333,0.416667,0,0,1
C12415,398.08,398.08,0.416667,0.416667,0,0,5
C12416,0,0,0,0,0,0,4
C12417,0,0,0,0,0,0,2
C12418,1763.89,1505.46,1,1,0,1,5
C12419,405.61,405.61,0.916667,0.916667,0,0,5
C12420,818.64,818.64,1,1,0,0,1
C12421,0,0,0,0,1,0,2
C12422,983.24,0,0.166667,0,0,0,5
C12423,611.71,20,0.5,0.166667,0,0,3
C12424,627.23,133.75,0.75,0.333333,1,0,5
C12425,0,0,0,0,0,0,1
C12426,0,0,0,0,0,0,2
C12427,878.29,247.02,0.583333,0.25,1,0,1
C12428,1787.83,1661.59,1,1,1,1,4
C12429,299.9,0,0.25,0,1,0,2
C12430,875.38,875.38,1,1,0,0,4
C12431,380,0,0.333333,0,1,0,5
C12432,2354.06,2138.19,1,1,1,1,5
C12433,2530.12,0,1,0,0,1,5
C12434,1168.75,1168.75,0.916667,0.916667,0,1,5
C12435,2066.08,820.78,1,1,1,1,4
C12436,9113.78,2975.21,1,1,1,1,5
C12437,824.77,446.96,0.666667,0.5,0,0,5
C12438,0,0,0,0,1,0,4
C12439,0,0,0,0,0,0,1
C12440,462.7,300,0.5,0.416667,1,0,2
C12441,462.99,462.99,0.833333,0.833333,0,0,2
C12442,1624.05,418.3,0.5,0.333333,0,1,3
C12443,0,0,0,0,0,0,1
C12444,233.9,0,0.428571,0,1,0,1
C12445,504.2,504.2,1,1,0,0,4
C12446,7184.73,665.54,1,0.916667,1,1,5
C12447,324.96,324.96,1,1,0,0,3
C12448,0,0,0,0,0,0,1
C12449,946,410,0.75,0.416667,1,0,5
C12450,0,0,0,0,1,0,1
C12451,0,0,0,0,1,0,1
C12452,1176.93,1176.93,1,1,1,1,3
C12453,225.6,225.6,1,1,0,0,4
C12454,847.88,847.88,0.666667,0.666667,0,0,2
C12455,1893.89,350,1,0.416667,1,1,3
C12456,1878.54,679.65,0.5,0.333333,1,1,2
C12457,2542.61,1846.53,1,1,1,1,2
C12458,0,0,0,0,1,0,2
C12459,366.68,366.68,0.333333,0.333333,0,0,5
C12460,123.24,0,0.166667,0,1,0,4
C12461,803.22,803.22,1,0.916667,0,0,5
C12462,0,0,0,0,0,0,1
C12463,177,0,0.083333,0,0,0,2
C12464,4201.13,398.92,1,1,0,1,3
C12465,1126.68,93.08,0.833333,0.666667,0,1,1
C12466,0,0,0,0,1,0,3
C12467,263.04,0,0.083333,0,1,0,2
C12468,2610.3,1707.7,1,1,1,1,1
C12469,0,0,0,0,0,0,5
C12470,0,0,0,0,1,0,4
C12471,5446.88,1980.66,0.916667,0.916667,1,1,3
C12472,140.6,0,0.083333,0,1,0,1
C12473,9134.26,7131.36,1,1,1,1,4
C12474,3044.6,0,0.166667,0,0,1,2
C12475,153.18,91.28,0.416667,0.416667,0,0,5
C12476,1175.35,143.5,0.75,0.416667,0,1,5
C12477,522,522,1,1,1,0,3
C12478,1160.66,1125.76,1,0.916667,0,1,1
C12479,3042.08,1623.01,1,1,1,1,2
C12480,765,0,0.125,0,0,0,1
C12481,1595.93,0,0.454545,0,1,1,3
C12482,313.89,313.89,0.916667,0.916667,0,0,5
C12483,890,490,0.583333,0.416667,1,0,2
C12484,2226.06,2226.06,1,1,1,1,3
C12485,110,0,0.083333,0,0,0,5
C12486,0,0,0,0,1,0,3
C12487,62.7,0,0.083333,0,0,0,4
C12488,587.34,587.34,1,1,1,0,1
C12489,4666.51,201.75,0.916667,0.5,0,1,5
C12490,453.24,453.24,1,1,0,0,4
C12491,694.91,657.41,0.916667,0.833333,0,0,2
C12492,868,868,0.5,0.416667,0,0,4
C12493,2358.28,186.48,1,0.833333,0,1,3
C12494,1639.97,668,1,0.416667,0,1,4
C12495,775.42,126,0.416667,0.333333,1,0,5
C12497,0,0,0,0,1,0,3
C12498,0,0,0,0,1,0,2
C12499,858.5,0,0.333333,0,1,0,1
C12500,0,0,0,0,1,0,1
C12501,600,600,0.5,0.416667,1,0,2
C12502,300.68,300.68,0.090909,0.090909,1,0,2
C12503,0,0,0,0,0,0,5
C12504,55.69,0,0.083333,0,0,0,4
C12505,4468.71,598.56,1,0.416667,0,1,3
C12506,1000,0,0.083333,0,1,0,1
C12507,816,177.09,0.583333,0.5,0,0,4
C12508,521.31,381.31,1,1,1,0,1
C12509,469,469,0.6,0.5,1,0,4
C12510,476.16,476.16,1,1,0,0,1
C12511,561.25,186,0.333333,0.166667,1,0,5
C12512,346.3,346.3,1,1,0,0,3
C12513,0,0,0,0,0,0,5
C12514,812.97,214.88,1,1,0,0,2
C12515,1082.98,585.9,1,0.833333,1,1,5
C12516,1137.62,478,0.75,0.5,1,1,1
C12517,2326.52,2189.72,1,1,0,1,4
C12518,1070.73,637.93,1,0.75,1,1,1
C12519,1398.21,154.71,0.75,0.416667,0,1,2
C12520,1470.24,587.46,1,1,1,1,5
C12521,0,0,0,0,1,0,2
C12522,0,0,0,0,1,0,3
C12523,0,0,0,0,0,0,3
C12524,29.5,0,0.1,0,1,0,1
C12525,0,0,0,0,0,0,1
C12526,262.71,262.71,0.583333,0.5,0,0,2
C12527,4115.98,140,0.75,0.25,0,1,4
C12528,0,0,0,0,1,0,2
C12529,118.16,0,0.125,0,1,0,5
C12530,853.3,0,0.25,0,1,0,5
C12531,2267.38,592.63,1,0.666667,1,1,5
C12532,104.95,104.95,0.4,0.3,0,0,5
C12533,470.69,413.69,0.416667,0.333333,0,0,3
C12534,932.03,700.16,0.416667,0.25,1,0,5
C12535,307.12,0,0.083333,0,0,0,4
C12536,0,0,0,0,0,0,2
C12537,57,0,0.083333,0,1,0,5
C12538,2601.6,2601.6,1,1,1,1,1
C12539,0,0,0,0,1,0,3
C12540,440,440,0.333333,0.25,1,0,2
C12541,716.76,662.3,1,0.916667,0,0,2
C12542,4236.36,1911.2,0.833333,0.75,1,1,1
C12543,935.71,935.71,0.833333,0.75,1,0,1
C12544,473.51,403.51,0.583333,0.5,0,0,5
C12545,885.44,885.44,0.833333,0.833333,0,0,4
C12546,493.34,233.34,0.416667,0.416667,1,0,4
C12547,2155.13,829.79,1,1,0,1,5
C12548,888.98,0,0.416667,0,0,0,5
C12549,2513.46,0,0.222222,0,1,1,4
C12550,1475.23,0,1,0,1,1,1
C12551,3441.3,1024.6,1,0.833333,1,1,2
C12552,2308,1700,0.416667,0.333333,0,1,4
C12553,182.08,182.08,1,0.875,0,0,4
C12554,1377.31,549.96,1,1,0,1,2
C12555,255.75,68.75,0.333333,0.166667,1,0,2
C12556,255.7,26.68,0.545455,0.181818,0,0,5
C12557,1071.8,51.8,0.333333,0.166667,1,1,1
C12558,1063.69,1063.69,1,1,1,1,2
C12559,1347.7,1347.7,0.583333,0.583333,1,1,2
C12560,75.5,0,0.166667,0,0,0,1
C12561,0,0,0,0,0,0,1
C12562,0,0,0,0,1,0,5
C12563,0,0,0,0,0,0,4
C12564,0,0,0,0,0,0,5
C12565,291.62,291.62,1,0.857143,1,0,1
C12566,1325.21,308,0.75,0.416667,1,1,3
C12567,229,0,0.181818,0,1,0,3
C12568,0,0,0,0,0,0,5
C12569,585.68,139.7,0.666667,0.416667,1,0,4
C12570,0,0,0,0,1,0,3
C12571,1627,0,0.333333,0,1,1,1
C12572,2310.61,935,1,0.5,1,1,3
C12573,1780.79,700.14,1,1,0,1,4
C12574,5176.62,0,0.666667,0,0,1,4
C12575,265.97,265.97,1,0.916667,1,0,2
C12576,1026.26,0,0.583333,0,1,1,1
C12577,2692.65,620.33,1,0.583333,1,1,2
C12578,0,0,0,0,1,0,4
C12579,0,0,0,0,0,0,1
C12580,3729.7,1560.35,1,1,1,1,3
C12581,0,0,0,0,1,0,2
C12582,561.38,561.38,1,1,0,0,4
C12583,609,609,1,1,1,0,3
C12584,1074,0,0.083333,0,1,1,2
C12585,190.54,190.54,0.416667,0.333333,1,0,3
C12586,420.88,420.88,0.416667,0.333333,1,0,3
C12587,30,0,0.083333,0,0,0,4
C12588,0,0,0,0,0,0,3
C12589,3629.8,3579.8,1,1,0,1,5
C12590,1080,1080,0.666667,0.666667,0,1,1
C12591,0,0,0,0,1,0,1
C12592,1672.99,700.98,0.583333,0.416667,0,1,1
C12593,0,0,0,0,0,0,4
C12594,248.31,248.31,0.416667,0.416667,0,0,1
C12595,701.25,701.25,0.333333,0.25,1,0,5
C12596,4378.8,1183.22,0.833333,0.75,1,1,5
C12597,10243.48,5926.66,1,1,0,1,1
C12598,481.75,50,0.833333,0.416667,1,0,3
C12599,993.5,97.5,0.333333,0.166667,0,0,3
C12600,200,0,0.083333,0,1,0,2
C12601,3161.02,1148.64,1,1,1,1,5
C12602,1197.12,0,1,0,0,1,5
C12603,1759.46,0,0.571429,0,0,1,5
C12604,294,294,1,1,1,0,2
C12605,0,0,0,0,1,0,2
C12606,0,0,0,0,0,0,3
C12607,86.69,0,0.083333,0,0,0,4
C12608,952.16,489.12,1,0.583333,1,0,5
C12609,92.02,92.02,0.5,0.5,1,0,3
C12610,796.9,796.9,0.75,0.75,1,0,2
C12611,1319.19,22.5,0.666667,0.083333,1,1,1
C12612,0,0,0,0,0,0,4
C12613,585.87,0,1,0,0,0,3
C12614,0,0,0,0,0,0,1
C12615,0,0,0,0,1,0,1
C12616,0,0,0,0,0,0,3
C12617,133.86,133.86,0.333333,0.25,0,0,5
C12618,1451.5,0,0.571429,0,0,1,4
C12619,528.08,0,1,0,0,0,5
C12620,0,0,0,0,1,0,2
C12621,0,0,0,0,1,0,4
C12622,407.81,56,0.333333,0.083333,1,0,2
C12623,815.34,666.3,0.916667,0.75,1,0,1
C12624,4391.87,448.5,1,0.666667,0,1,1
C12625,2445.24,191.48,1,0.333333,1,1,4
C12626,0,0,0,0,1,0,4
C12627,351.54,290,1,0.916667,0,0,4
C12628,0,0,0,0,1,0,4
C12629,141.8,0,0.125,0,1,0,5
C12630,0,0,0,0,0,0,5
C12631,0,0,0,0,1,0,4
C12632,1218.24,1218.24,1,1,0,1,5
C12633,1319.26,0,0.083333,0,1,1,5
C12634,2984.34,229.42,1,0.416667,1,1,4
C12635,614.01,141,1,0.083333,1,0,2
C12636,0,0,0,0,0,0,3
C12637,0,0,0,0,1,0,5
C12638,0,0,0,0,0,0,2
C12639,0,0,0,0,0,0,1
C12640,569.02,322.13,0.5,0.416667,1,0,5
C12641,2729,1320,1,1,0,1,4
C12642,2753.35,793.35,0.727273,0.636364,1,1,4
C12643,87.3,87.3,0.083333,0.083333,0,0,3
C12644,0,0,0,0,0,0,3
C12645,1184.98,427.03,0.5,0.333333,1,1,3
C12646,0,0,0,0,0,0,2
C12647,3342.9,1435,1,0.9,1,1,3
C12648,1225.79,1225.79,1,1,0,1,3
C12650,0,0,0,0,0,0,4
C12651,139.67,0,0.5,0,1,0,1
C12652,66.72,66.72,0.333333,0.333333,1,0,3
C12653,577.98,219.96,1,1,0,0,1
C12654,0,0,0,0,1,0,2
C12655,803.95,0,0.5,0,0,0,2
C12656,340.57,90.09,0.583333,0.5,1,0,1
C12657,451.01,451.01,1,1,0,0,5
C12658,617.3,447.5,0.916667,0.75,0,0,1
C12659,360,360,0.5,0.416667,1,0,5
C12660,0,0,0,0,1,0,3
C12661,1955.98,1955.98,1,1,1,1,1
C12663,350.31,350.31,0.25,0.166667,0,0,2
C12664,291.7,291.7,0.583333,0.583333,1,0,5
C12665,382.5,72.5,0.416667,0.083333,1,0,5
C12666,176.65,109.96,1,0.833333,1,0,3
C12667,2203.68,427,1,0.75,0,1,3
C12668,14.28,14.28,0.416667,0.416667,1,0,5
C12669,3419.92,0,0.5,0,0,1,3
C12670,921.94,665.84,0.916667,0.833333,1,0,4
C12671,0,0,0,0,1,0,5
C12672,437.6,0,0.083333,0,1,0,3
C12673,0,0,0,0,1,0,1
C12674,0,0,0,0,0,0,2
C12675,141,101,0.5,0.416667,1,0,2
C12676,889.66,309.57,1,1,1,0,5
C12677,375.23,375.23,0.916667,0.833333,1,0,5
C12678,169.19,0,0.083333,0,1,0,3
C12679,0,0,0,0,1,0,4
C12680,223.34,223.34,0.666667,0.666667,1,0,5
C12681,0,0,0,0,1,0,5
C12682,0,0,0,0,1,0,5
C12683,45.65,0,0.083333,0,0,0,2
C12684,231.4,0,0.1,0,1,0,4
C12685,602.07,602.07,1,0.833333,0,0,1
C12686,265.22,0,0.166667,0,0,0,1
C12687,664.05,0,0.2,0,1,0,1
C12688,447.5,0,0.416667,0,1,0,5
C12689,2128.56,1092.32,0.916667,0.75,1,1,4
C12690,912.1,242.22,0.25,0.166667,1,0,4
C12691,383.2,0,0.083333,0,1,0,1
C12692,910.51,910.51,0.583333,0.5,0,0,1
C12693,789.45,0,0.416667,0,0,0,4
C12694,758.5,758.5,0.666667,0.583333,0,0,2
C12695,0,0,0,0,1,0,4
C12696,644.99,644.99,1,1,1,0,3
C12697,60,0,0.142857,0,1,0,2
C12698,1068.28,1068.28,1,0.888889,0,1,4
C12699,420,133,0.583333,0.416667,0,0,4
C12700,462.86,462.86,1,1,1,0,4
C12701,164.9,0,0.111111,0,1,0,2
C12702,0,0,0,0,1,0,4
C12703,1666.95,1666.95,1,1,1,1,4
C12704,0,0,0,0,0,0,5
C12705,1556.66,643.96,1,1,0,1,5
C12706,1090.69,274.99,0.5,0.416667,1,1,4
C12707,170,0,0.083333,0,0,0,3
C12708,635.76,471.44,0.916667,0.916667,0,0,1
C12709,141.81,0,0.166667,0,0,0,5
C12710,220.62,0,0.166667,0,1,0,2
C12712,2826.99,1330.4,1,1,0,1,1
C12713,784.63,167.09,0.454545,0.181818,1,0,4
C12714,0,0,0,0,0,0,3
C12715,61.46,61.46,0.25,0.25,0,0,2
C12716,1450,0,0.090909,0,0,1,5
C12717,1977.5,1230,0.833333,0.5,0,1,3
C12718,1895.25,1353.68,1,0.75,0,1,4
C12719,1039.48,0,0.083333,0,1,1,2
C12720,1856.84,462.63,0.333333,0.166667,0,1,2
C12721,20.9,0,0.083333,0,0,0,1
C12722,671.31,0,0.5,0,0,0,5
C12723,358.68,358.68,1,0.916667,1,0,2
C12724,474.96,474.96,1,1,1,0,5
C12725,0,0,0,0,0,0,1
C12726,582.28,582.28,1,1,1,0,3
C12727,0,0,0,0,1,0,4
C12728,0,0,0,0,1,0,5
C12729,0,0,0,0,1,0,5
C12730,152.73,152.73,0.75,0.666667,1,0,1
C12731,520.24,0,0.583333,0,0,0,1
C12732,270,270,0.818182,0.818182,1,0,1
C12733,1229.42,0,1,0,1,1,1
C12734,0,0,0,0,1,0,5
C12735,485.17,0,0.166667,0,0,0,2
C12736,192.99,124.39,0.333333,0.25,1,0,3
C12737,0,0,0,0,1,0,4
C12738,0,0,0,0,0,0,3
C12739,2453.18,401.66,0.583333,0.5,0,1,2
C12740,50,0,0.083333,0,0,0,5
C12741,3005.25,1497.26,1,1,1,1,3
C12742,151.92,151.92,1,1,1,0,3
C12743,227.64,227.64,1,1,1,0,1
C12744,0,0,0,0,1,0,3
C12745,472.5,0,0.75,0,1,0,2
C12746,160,0,0.166667,0,1,0,1
C12747,1330,1330,0.416667,0.416667,1,1,5
C12748,4820.68,757.07,0.833333,0.5,0,1,5
C12749,901.62,42.8,0.333333,0.166667,0,0,4
C12750,0,0,0,0,0,0,4
C12751,185,45,0.166667,0.166667,0,0,4
C12752,221.48,0,0.25,0,1,0,1
C12753,0,0,0,0,0,0,1
C12754,262,262,0.75,0.75,0,0,4
C12755,449.26,0,1,0,1,0,4
C12756,283.8,283.8,0.666667,0.666667,1,0,1
C12757,531.48,531.48,0.333333,0.25,0,0,4
C12758,209.9,209.9,0.5,0.416667,0,0,5
C12759,0,0,0,0,0,0,1
C12760,164.68,131.94,0.833333,0.666667,0,0,4
C12761,450,0,0.083333,0,1,0,5
C12762,600,0,0.833333,0,1,0,3
C12763,540.13,224.83,0.666667,0.5,1,0,3
C12764,2802.08,588.65,1,0.583333,0,1,2
C12765,3589.05,450.57,1,0.5,1,1,2
C12766,548.01,548.01,0.666667,0.583333,0,0,4
C12767,0,0,0,0,0,0,1
C12768,0,0,0,0,0,0,1
C12769,1260,1260,0.333333,0.25,1,1,3
C12770,0,0,0,0,0,0,2
C12771,0,0,0,0,0,0,5
C12772,0,0,0,0,1,0,2
C12773,1975.72,1296.42,0.833333,0.833333,1,1,2
C12774,1754.19,990.03,1,1,1,1,5
C12775,2266.01,974.39,0.916667,0.666667,0,1,4
C12776,107,0,0.083333,0,1,0,5
C12777,168,168,0.333333,0.25,0,0,5
C12778,453.3,122.5,0.583333,0.166667,1,0,3
C12779,377.79,87.5,0.666667,0.583333,1,0,2
C12780,166.2,0,0.25,0,0,0,1
C12781,188.02,188.02,0.5,0.5,0,0,5
C12782,142,100,0.166667,0.083333,0,0,5
C12783,0,0,0,0,0,0,4
C12784,1429.39,1329.39,1,1,1,1,5
C12786,0,0,0,0,0,0,2
C12787,6636.91,479.17,1,1,1,1,2
C12788,0,0,0,0,1,0,2
C12789,154.86,154.86,0.416667,0.416667,0,0,1
C12790,2364.85,0,1,0,0,1,5
C12791,0,0,0,0,1,0,2
C12792,425.67,167.95,0.333333,0.166667,1,0,2
C12793,985.2,454.2,0.916667,0.916667,1,0,5
C12794,175.8,0,0.444444,0,1,0,3
C12795,2938.32,1252.97,0.666667,0.583333,1,1,1
C12796,1704.95,563.4,0.583333,0.333333,1,1,5
C12797,290,290,0.833333,0.833333,0,0,4
C12798,0,0,0,0,0,0,2
C12799,869.38,477.52,1,0.5,0,0,2
C12800,0,0,0,0,1,0,5
C12801,3034.74,819.88,1,1,1,1,4
C12802,1462.6,200,0.583333,0.416667,1,1,2
C12803,127,0,0.166667,0,1,0,2
C12804,320,0,0.5,0,1,0,5
C12805,0,0,0,0,0,0,3
C12806,9030.08,2684.43,0.916667,0.833333,0,1,1
C12807,640.03,412.43,0.416667,0.416667,0,0,1
C12808,0,0,0,0,0,0,5
C12809,512.35,512.35,1,1,0,0,5
C12810,1971.9,390.92,0.833333,0.5,0,1,1
C12811,794.53,0,0.090909,0,1,0,3
C12812,1401.4,1401.4,1,1,0,1,2
C12813,360.1,168.1,0.333333,0.25,1,0,2
C12814,0,0,0,0,1,0,4
C12815,2029.03,984.75,0.916667,0.75,1,1,4
C12816,0,0,0,0,0,0,3
C12818,0,0,0,0,1,0,1
C12819,985.33,129.24,0.416667,0.166667,0,0,4
C12820,0,0,0,0,0,0,2
C12821,12.64,12.64,0.083333,0.083333,0,0,2
C12822,2099.89,0,1,0,1,1,5
C12823,555.71,442.26,1,0.916667,0,0,5
C12824,3643.93,672.13,0.916667,0.833333,0,1,4
C12825,462,0,0.166667,0,0,0,1
C12826,198.27,0,0.166667,0,1,0,1
C12827,800.11,749.52,1,1,0,0,1
C12828,238.9,238.9,0.857143,0.714286,1,0,3
C12829,6003.86,2529.51,1,1,0,1,5
C12830,1462.73,362.5,0.666667,0.416667,0,1,1
C12831,1303.78,1096.69,0.916667,0.916667,0,1,5
C12832,0,0,0,0,0,0,1
C12833,377.07,0,0.25,0,0,0,5
C12834,369.52,0,0.583333,0,0,0,3
C12835,0,0,0,0,0,0,4
C12836,3429.49,639.64,1,0.666667,0,1,2
C12837,703.23,0,1,0,1,0,2
C12838,3056.73,2796.05,1,1,1,1,1
C12839,3056.06,1061.72,1,0.833333,0,1,3
C12840,3790.29,2273.99,1,1,1,1,1
C12841,0,0,0,0,0,0,4
C12842,974.42,72.5,1,0.4,0,0,3
C12843,107.41,107.41,0.5,0.416667,0,0,2
C12844,2366.36,1811.36,1,1,0,1,4
C12845,129,0,0.083333,0,1,0,2
C12846,828,828,1,1,0,0,1
C12847,790.65,252.64,0.75,0.583333,0,0,3
C12848,0,0,0,0,0,0,2
C12849,298.51,201.01,0.636364,0.454545,1,0,3
C12850,0,0,0,0,0,0,5
C12851,90,90,0.5,0.5,0,0,3
C12852,530.5,0,0.25,0,0,0,4
C12853,598.5,0,0.333333,0,0,0,2
C12854,133.4,133.4,0.333333,0.333333,0,0,1
C12855,1424.4,93.49,1,0.083333,1,1,2
C12857,786,140,0.5,0.416667,0,0,5
C12858,1794.82,176.1,1,0.416667,1,1,5
C12859,0,0,0,0,1,0,2
C12860,37.03,37.03,0.25,0.25,1,0,3
C12861,1210.95,1008.96,0.75,0.666667,1,1,1
C12862,1086.17,73,0.75,0.25,1,1,4
C12863,4381.33,2300.46,0.666667,0.5,1,1,4
C12864,2003.98,1548.36,1,1,1,1,1
C12865,90,0,0.083333,0,0,0,5
C12866,1554.86,55.74,0.833333,0.083333,0,1,5
C12867,462.78,40,0.25,0.083333,0,0,4
C12868,349.45,349.45,0.636364,0.636364,1,0,3
C12869,214.38,0,0.083333,0,1,0,2
C12871,600,0,0.083333,0,0,0,5
C12872,1006.01,320,0.25,0.166667,0,1,3
C12873,0,0,0,0,1,0,3
C12874,1697.02,480,1,1,0,1,3
C12875,0,0,0,0,1,0,5
C12876,93.34,93.34,0.333333,0.333333,0,0,3
C12877,2339.79,0,1,0,1,1,1
C12878,0,0,0,0,1,0,5
